id,name,park
233908,BELL BAY CAMPGROUND,Idaho Panhandle National Forests
234009,PHILIPSBURG BAY CAMPGROUND,Beaverhead-Deerlodge National Forest
234219,SHADOW BAY,Willamette National Forest
234484,EMERY BAY CAMPGROUND,Flathead National Forest
234613,BAY VIEW,Hiawatha National Forest
234655,MURRAY BAY GROUP CAMPSITE on GRAND ISLAND,Hiawatha National Forest
250035,MURRAY BAY CAMPGROUND (MT),Flathead National Forest
253458,DEEP BAY CABIN,Tongass National Forest
232760,BAILEY COVE,SHASTA-TRINITY NATIONAL FOREST
233420,BAILEYS POINT,Barren River Lake
234220,R.D. BAILEY LAKE GROUP SHELTERS,R.D. Bailey Lake
232965,BAKEWELL LAKE CABIN,Tongass National Forest
232347,BALD MOUNTAIN CAMPGROUND,Bighorn National Forest
232519,BALD RIDGE CREEK,Lake Sidney Lanier
234155,BALD KNOB LOOKOUT,Rogue River-Siskiyou National Forest
234186,BALD BUTTE LOOKOUT,Fremont-Winema National Forest
234507,BALD MOUNTAIN LOOKOUT,Nez Perce-Clearwater National Forests
234399,BIG CREEK BALDY. LOOKOUT RENTAL,Kootenai National Forest
234432,MT. BALDY-BUCKHORN RIDGE,Kootenai National Forest
234146,STEAMBOAT BALL FIELD GROUP SITE,Umpqua National Forest
273873,BALLINGER CAMPGROUND,Los Padres National Forest
232225,BALSAM,Uinta-Wasatch-Cache National Forest
233975,BALSAM LAKE LODGE,National Forests in North Carolina
234494,BALSAM GLADE PICNIC SITE,Cibola National Forest and Grasslands
273848,BALSAM MOUNTAIN CAMPGROUND,Great Smoky Mountains National Park
232506,BANDY CREEK,Big South Fork National River & Recreation Area
234555,BANDIDO GROUP CAMPGROUND,Angeles National Forest
233421,BANDITS ROOST,W. Kerr Scott Dam & Reservoir
251919,WEST BANK PARK SHELTERS (GA),Lake Sidney Lanier
231881,SILVER BAR,White River National Forest
232057,HEART BAR EQUESTRIAN,San Bernardino National Forest
232295,HEART BAR CAMPGROUND,San Bernardino National Forest
232981,SOFTUK BAR CABIN,Chugach National Forest
234440,JOHNSON BAR GROUP SITE,Nez Perce-Clearwater National Forests
234567,BAR GULCH,Helena-Lewis and Clark National Forest
251843,Gold Bar Group Sites,Moab Daily River
233041,BARANOF LAKE CABIN,Tongass National Forest
232500,SANTA BARBARA ISLAND,Channel Islands National Park
273360,SANTA BARBARA CAMPGROUND,Carson National Forest
233026,BARBER CABIN,Chugach National Forest
233962,BARBER FLAT CABIN,Boise National Forest
234582,LA BARGE GUARD STATION,Bridger-Teton National Forest
232394,BARNES FIELD CAMPGROUND,White Mountain National Forest
233054,BARNES LAKE CABIN,Tongass National Forest
234764,RUSSELL-COLBATH BARN,White Mountain National Forest
234100,BARNEYS,Boise National Forest
233948,BRUSH CREEK WORK CENTER BARRACK,Medicine Bow-Routt NFs & Thunder Basin NG
231975,BARTON FLATS,San Bernardino National Forest
233263,BARTOO ISLAND GROUP SITE,Idaho Panhandle National Forests
231963,LAKES BASIN,Plumas National Forest
231969,FERN BASIN,San Bernardino National Forest
232022,BOULDER BASIN,San Bernardino National Forest
232051,Gold Basin Campground,Mt. Baker-Snoqualmie National Forest
232174,BASIN CAMPGROUND,White Mountain National Forest
232462,GLACIER BASIN CAMPGROUND,Rocky Mountain National Park
232770,BASIN MONTANA CAMPGROUND,Custer National Forest
234013,CHISOS BASIN GROUP CAMPGROUND,Big Bend National Park
234038,CHISOS BASIN (BIG BEND),Big Bend National Park
234251,EGAN BASIN GUARD STATION,Caribou-Targhee National Forest
234262,BEAR BASIN LOOKOUT AND CABIN,Six Rivers National Forest
234365,BASIN STATION CABIN,Custer Gallatin National Forest
251899,COPPER BASIN GUARD STATION,Salmon-Challis National Forest
232911,WISHON BASS LAKE,Sierra National Forest
273340,BASS LAKE DISPERSED CAMPSITE,Hiawatha National Forest
273349,LITTLE BASS LAKE DISPERSED CAMPSITE,Hiawatha National Forest
233868,BASSAM GUARD STATION,PSICC
233422,BATTLE RUN,Summersville Lake
234336,BATTLE RIDGE CABIN,Custer Gallatin National Forest
232354,BAUMGARTNER CAMPGROUND,Sawtooth National Forest
232520,BAXTER,Table Rock Lake
250796,Davis Bayou Campground,Gulf Islands National Seashore
272068,BAYVIEW CAMPGROUND,Mt. Baker-Snoqualmie National Forest
10004659,Beach View House,Cape Cod National Seashore
10004661,Le Count Beach  House,Cape Cod National Seashore
10007207,West Beach Picnic Shelters,Indiana Dunes National Park
232151,NORWAY BEACH LOOP,Chippewa National Forest
232658,OLD HICKORY BEACH,Old Hickory Lake
232746,WILLOW BEACH,Arkansas River - Terry Lock and Dam
232768,Nevada Beach Campground and Day Use Pavilion,Lake Tahoe Basin Management Unit
232970,BEACH RIVER CABIN,Chugach National Forest
233039,BRENTS BEACH CABIN,Tongass National Forest
233050,NORTH BEACH CABIN,Tongass National Forest
233124,NORWAY BEACH PICNIC SHELTER,Chippewa National Forest
233618,SANDY BEACH CAMP,Coralville Lake
234267,HORSFALL BEACH,Siuslaw National Forest
234718,FLANNERS BEACH CAMPGROUND,National Forests in North Carolina
247602,Twelvemile Beach Campground,Pictured Rocks National Lakeshore
249980,OTTER BROOK LAKE BEACH,Otter Brook Lake
249984,SURRY MOUNTAIN LAKE BEACH,Surry Mountain Lake
251044,NORTH HARTLAND LAKE BEACH (VT),North Hartland Lake
251914,MCNARY BEACH - SOCKEYE SHELTER (OR),Lake Wallula
232226,BEAR CANYON,Uinta-Wasatch-Cache National Forest
232359,BEAR GULCH,Black Hills National Forest
232896,North Fork Bear Group Camp,Gifford Pinchot National Forest
232917,BEAR CREEK,Benbrook Lake
232931,BLACK BEAR LAKE CABIN,Tongass National Forest
233216,BLACK BEAR,Grand Mesa Uncompahgre and Gunnison National Forest
233423,BEAR CREEK COVE,Kaw Lake
233798,LITTLE BEAR GROUP,Manti-La Sal National Forest
234172,BEAR RIVER GROUP CAMPGROUND,Eldorado National Forest
234319,BEAR CREEK BUNKHOUSE,Beaverhead-Deerlodge National Forest
234320,BEAR CREEK CABIN,Beaverhead-Deerlodge National Forest
234333,LITTLE BEAR CABIN,Custer Gallatin National Forest
234720,BEAR SPRINGS GROUP CAMPGROUND,Mt. Hood National Forest
234737,BURNING BEAR CAMPGROUND,PSICC
251468,Bear Creek Horse Camp,Big South Fork National River & Recreation Area
251942,BEAR LAKE CAMPGROUND,Chequamegon-Nicolet NF
254080,BEAR LAKE CAMPGROUND (CO),PSICC
273341,BEAR LAKE DISPERSED CAMPSITE,Hiawatha National Forest
233165,EAST BEARSKIN LAKE CAMPGROUND,Superior National Forest
232384,BEARTREE,George Washington & Jefferson National Forest
233267,BEAUTY CREEK CAMPGROUND,Idaho Panhandle National Forests
10006204,Beaver Creek A-Frame,Idaho Panhandle National Forests
232317,BEAVER CREEK (IDAHO),Idaho Panhandle National Forests
232372,Beaver Creek Group Camp,Mt. Baker-Snoqualmie National Forest
232521,BEAVER CREEK (MO),Bull Shoals Lake
232864,Beaver Campground,Gifford Pinchot National Forest
232897,North Fork Beaver Group Camp,Gifford Pinchot National Forest
233099,DAM SITE RIVER (BEAVER LAKE),Beaver Lake
233181,BEAVER CREEK CAMPGROUND,Custer Gallatin National Forest
233319,BEAVER DAM CAMPGROUND,Kisatchie National Forest
233757,BEAVER LAKE,Chequamegon-Nicolet NF
233961,BEAVER CREEK CABIN (ID),Boise National Forest
234203,BEAVER SULPHUR,Rogue River-Siskiyou National Forest
234367,BEAVER CREEK CABIN (MT),Custer Gallatin National Forest
246856,Little Beaver Campground,Pictured Rocks National Lakeshore
251445,LITTLE BEAVER A CAMPGROUND,Plumas National Forest
232018,Beckler River Campground,Mt. Baker-Snoqualmie National Forest
234742,PINK BEDS PICNIC SHELTER,National Forests in North Carolina
233864,Bedal Campground,Mt. Baker-Snoqualmie National Forest
234227,BEECH FORK SHELTERS,Beech Fork Lake
233025,BEECHER PASS CABIN,Tongass National Forest
233597,RAY BEHRENS,Mark Twain Lake
232809,BELKNAP,Sequoia National Forest
231882,SILVER BELL,White River National Forest
233424,BELLE STARR,Eufaula Lake
232522,BELLAH MINE,Dequeen Lake
233137,BELLAIRE LAKE CAMPGROUND,Arapaho & Roosevelt National Forests Pawnee NG
233872,BELTON LAKEVIEW PARK,Belton Lake
234342,BEN ROVER CABIN,Flathead National Forest
234703,ROCKY CREEK PARK (BENBROOK LAKE),Benbrook Lake
232251,REXFORD BENCH,Kootenai National Forest
251714,SPENCER BENCH CABIN,Chugach National Forest
119090,FAREWELL BEND CAMPGROUND,Rogue River-Siskiyou National Forest
232019,BIG BEND (WV),Monongahela National Forest
232539,CAGES BEND,Old Hickory Lake
232608,HORSESHOE BEND,Beaver Lake
232628,LOFERS BEND EAST,Whitney Lake
232667,PENDLETON BEND,Arkansas River - Wilbur D. Mills Pool
232841,LAZY BEND,Mt. Hood National Forest
233119,TYLER BEND CAMPGROUND,Buffalo National River
233170,KIMBALL BEND PARK,Whitney Lake
233259,CLEATOR BEND,Willamette National Forest
233425,BERRY BEND,Harry S. Truman Lake
233426,BIG BEND (OK),Canton Lake
233464,COOKSON BEND,Tenkiller Ferry Lake
233513,HOLMES BEND,Green River Lake
233563,NORTH BEND PARK,John H. Kerr Dam and Reservoir
233595,PRESTON BEND,Lake Texoma
233625,SHAWNEE BEND,Harry S. Truman Lake
233646,TALLEY BEND,Harry S. Truman Lake
233653,TOMPKINS BEND,Ouachita Lake
233704,BERRY BEND EQUESTRIAN,Harry S. Truman Lake
233716,LOFERS BEND WEST,Whitney Lake
233814,NOTREBES BEND PARK,Arkansas River - Wilbur D. Mills Pool
234035,RIO GRANDE VILLAGE (BIG BEND),Big Bend National Park
234074,FISHERMENS BEND,Fishermen's Bend Recreation Area
234148,Deer Flat Group Site (Horseshoe Bend Campground),Umpqua National Forest
234421,BEND GUARD STATION,Lolo National Forest
234589,BIG BEND GROUP (YUBA RIVER),Tahoe National Forest
250988,LOFERS BEND DAY USE (TX),Whitney Lake
251364,HORSESHOE BEND CAMPGROUND (OR),Umpqua National Forest
251842,Big Bend Group Sites,Moab Daily River
264686,Rocky Bend Group Campground,Siuslaw National Forest
266140,BULL BEND CAMPGROUND,Deschutes National Forest
233247,Rooks Park (WA) Bennington Lake,Bennington Lake
234536,BERGER,Tahoe National Forest
234755,BERLIN FLATS,Idaho Panhandle National Forests
251969,BERMUDA CAMPSITE on GRAND ISLAND,Hiawatha National Forest
232020,BLACK MOUNTAIN (SAN BERNARDINO),San Bernardino National Forest
250020,BERRY MOUNTAIN PARK SHELTER,W. Kerr Scott Dam & Reservoir
234120,BESSEY RECREATION COMPLEX,Nebraska National Forests and Grasslands
272229,BICENTENNIAL CAMPGROUND,Golden Gate National Recreation Area
232523,BIDWELL POINT PARK,Norfork Lake
121740,BIG SPRINGS CABIN SITE,Kaibab National Forest
231864,BIG CREEK LAKES CAMPGROUND,Medicine Bow-Routt NFs & Thunder Basin NG
231964,Big Pine Equestrian Group Campground,San Bernardino National Forest
232103,Spruces - Big Cottonwood,Uinta-Wasatch-Cache National Forest
232211,BIG ELK,Caribou-Targhee National Forest
232236,BIG PINE CANYON,Inyo National Forest
232252,BIG MEADOWS RESERVOIR CAMPGROUND,Rio Grande National Forest
232260,BIG MEADOW STANISLAUS NATL FS,Stanislaus National Forest
232287,BIG LAKE,Willamette National Forest
232305,BIG PINE CREEK CAMPGROUND,Inyo National Forest
232309,BIG TRINITY CABIN,Boise National Forest
232437,BIG CREEK GROUP CAMP,Great Smoky Mountains National Park
232459,BIG MEADOWS,Shenandoah National Park
232484,BIG CREEK HORSE CAMP,Great Smoky Mountains National Park
232524,BIG COON CREEK,Gillham Lake
232525,BIG HART CAMPGROUND,J. Strom Thurmond Lake
232526,BIG M,Table Rock Lake
232527,BIG OAKS,Hartwell Lake
232824,BIG COVE,Plumas National Forest
232922,BIG SHAHEEN CABIN,Tongass National Forest
233217,BIG RIVER,Deschutes National Forest
233768,BIG SILVER GROUP,Eldorado National Forest
233797,BIG ROCK GROUP,Manti-La Sal National Forest
233825,BIG SPRINGS WARMING HUT,Caribou-Targhee National Forest
233967,BIG SPRINGS - CARIBOU,Caribou-Targhee National Forest
234044,BIG SPRING,Ozark National Scenic Riverways
234086,Big Creek,Gifford Pinchot National Forest
234102,BIG HANK,Idaho Panhandle National Forests
234272,CLEARWATER BIG HOUSE,Umatilla National Forest
234299,BIG CREEK CABIN,Custer Gallatin National Forest
234346,BIG LARCH CAMPGROUND,Lolo National Forest
234458,BIG MEADOWS CABIN,Sequoia National Forest
234485,BIG CREEK CAMPGROUND,Flathead National Forest
234513,BIG SCRUB CAMPGROUND,National Forests in Florida
234561,BIG HART (DAY-USE SHELTER),J. Strom Thurmond Lake
234594,BIG GAME CAMPGROUND,Shoshone National Forest
234630,BIG ELK GUARD STATION,Rogue River-Siskiyou National Forest
234729,BIG LAKE WEST CAMPGROUND,Willamette National Forest
239417,Big Rock,White Mountain National Forest
256932,Big Meadow Campground,Sequoia National Forest
273821,BIG CREEK CAMPGROUND (GREAT SMOKY MOUNTAINS NATIONAL PARK),Great Smoky Mountains National Park
232129,LAKEVIEW BIGHORN,Bighorn National Forest
232926,CHURCH BIGHT CABIN,Tongass National Forest
233429,BLUE BILL POINT,Fort Gibson Lake
232810,UPPER BILLY CREEK CG,Sierra National Forest
232906,LOWER BILLY CREEK,Sierra National Forest
233451,BIRCH COVE,Birch Lake
233841,BIRCH LAKE CAMPGROUND,Superior National Forest
234406,BIRCH CREEK CABIN,Beaverhead-Deerlodge National Forest
234766,George Washington Birthplace National Monument Picnic Pavilion,George Washington Birthplace National Monument
232237,BISHOP PARK GROUP,Inyo National Forest
234304,BISHOP MOUNTAIN CABIN,Caribou-Targhee National Forest
231837,BISMARCK LAKE,Black Hills National Forest
231894,BLACK CANYON,Santa Fe National Forest
232021,BLACK OAK,Eldorado National Forest
232473,BLACK ROCK CAMPGROUND,Joshua Tree National Park
233163,BLACK RIVER HARBOR PAVILION,Ottawa National Forest
233296,BLACK MOUNTAIN LOOKOUT,Plumas National Forest
233758,BLACK LAKE,Chequamegon-Nicolet NF
234007,BLACK ROCK,Boise National Forest
234052,Black Canyon of the Gunnison NP South Rim Campground,Black Canyon Of The Gunnison National Park
234214,BLACK CANYON CAMPGROUND,Willamette National Forest
234237,BLACK MOUNTAIN CABIN,White Mountain National Forest
234364,BLACK BUTTE CABIN,Beaverhead-Deerlodge National Forest
234723,BLACK ROCK EQUESTRIAN CAMPGROUND,Joshua Tree National Park
250040,BLACK CANYON RIM CAMPGROUND,Apache-Sitgreaves National Forest
273343,BLACK RIVER HARBOR CAMPGROUND,Ottawa National Forest
273780,BLACK MOUNTAIN CAMPGROUND,National Forests in North Carolina
233964,BLACKBERRY,Siuslaw National Forest
232227,BLACKHAWK,Uinta-Wasatch-Cache National Forest
233697,BLACKHAWK PARK,Mississippi River - Pool 9
251565,BLACKSMITH FORK GUARD STATION,Uinta-Wasatch-Cache National Forest
232508,BLACKWOODS CAMPGROUND,Acadia National Park
233318,BLANCO RIVER GROUP CAMPGROUND,San Juan National Forest
233427,BLANDING LANDING,Mississippi River - Pools 11-22
233428,BLEDSOE FERRY,Harry S. Truman Lake
232950,BLIND PASS CABIN,Tongass National Forest
234392,BLOODY DICK CABIN,Beaverhead-Deerlodge National Forest
233700,BLOOMINGTON EAST,Clinton Lake
233747,BLOOMINGTON WEST,Clinton Lake
10005351,Blue Lake Campground,PSICC
232331,BLUE MEADOW,Monongahela National Forest
232505,BLUE HERON CAMPGROUND,Big South Fork National River & Recreation Area
233430,BLUE CREEK,Oologah Lake
233711,BLUE MOUNTAIN,PSICC
233713,Blue Lake Creek Campground,Gifford Pinchot National Forest
234256,BLUE SPRINGS GAP CABIN,George Washington & Jefferson National Forest
254082,BLUE LAKE CAMPGROUND,PSICC
234579,BLUEBILL CAMPGROUND,Siuslaw National Forest
234229,BLUESTONE LAKE PICNIC SHELTER,Bluestone Lake
122390,CARDENS BLUFF CAMPGROUND,Cherokee National Forest
231965,BLUFF MESA GROUP CAMP,San Bernardino National Forest
232391,RED BLUFF CAMPGROUND,Mark Twain National Forest
232529,BLUFF CREEK,Walter F. George Lake
232530,BLUFF VIEW(CLEARWATER LAKE),Clearwater Lake
232912,CEDAR BLUFF,Sierra National Forest
233226,ROCK BLUFF GROUP SITE,Coronado National Forest
233506,HAWTHORN BLUFF,Oologah Lake
233571,OSAGE BLUFF,Harry S. Truman Lake
233609,RUARK BLUFF EAST,Stockton Lake
233699,RUARK BLUFF WEST,Stockton Lake
234633,SYCAMORE GROVE (RED BLUFF) CAMPGROUND,Mendocino National Forest
233452,BLUFFVIEW (MARK TWAIN LAKE),Mark Twain Lake
233875,BLUFFVIEW PARK,Steinhagen Lake
233496,FORREST W. BO WOOD,Lake Shelbyville
233114,Boardman Group Camp,Mt. Baker-Snoqualmie National Forest
122540,LOOKOUT CAMPGROUND AND BOAT LAUNCH - WILLAMETTE,Willamette National Forest
231906,HIDEOUT CANYON BOAT-IN CAMPGROUND,Ashley National Forest
233431,BOAT-IN SITES (LAKE SONOMA),Lake Sonoma
233995,JARVIES FAMILY BOAT IN,Ashley National Forest
233996,JARVIES BOAT IN GROUP,Ashley National Forest
251820,BOAT GUNNEL GROUP CAMPGROUND,Daniel Boone National Forest
251963,NANCY'S BOAT TO SHORE CAMPGROUND (PA),Raystown Lake
253918,PINEY CAMPGROUND AND BOAT LAUNCH,Beaverhead-Deerlodge National Forest
270421,DEER FLAT BOAT IN CAMPGROUND,New Hogan Lake
234114,BOCA CAMPGROUND,Tahoe National Forest
234115,BOCA REST CAMPGROUND,Tahoe National Forest
234116,BOCA SPRING,Tahoe National Forest
232158,BOGAN FLATS CAMPGROUND GRP S,White River National Forest
251357,BOGUS CREEK CAMPGROUND,Umpqua National Forest
232086,PRINTER BOY,PSICC
233228,BOY SCOUT,Uinta-Wasatch-Cache National Forest
232292,BOILING SPRINGS CABIN,Boise National Forest
233142,BOISE CREEK,Six Rivers National Forest
234096,RIVER SIDE (ID - BOISE),Boise National Forest
250047,COLD SPRINGS CAMPGROUND - BOISE NF,Boise National Forest
234154,BOLAN MOUNTAIN LOOKOUT,Rogue River-Siskiyou National Forest
232531,BOLDING MILL,Lake Sidney Lanier
251921,BOLDING MILL SHELTERS (GA),Lake Sidney Lanier
233200,BOLES FIELD CAMPGROUND,National Forests and Grasslands in Texas
234275,BONANZA CCC GROUP CAMPGROUND,Salmon-Challis National Forest
252036,BONAPARTE LAKE CAMPGROUND,Okanogan-Wenatchee National Forest
250901,Bonita Canyon Campground,Chiricahua National Monument
10003401,Jo Bonner  Campground,Canyon Ferry Lake
232311,BONNEVILLE,Boise National Forest
250025,BOOMER PARK SHELTER,W. Kerr Scott Dam & Reservoir
232370,ZILPO - DANIEL BOONE NAT. FOR.,Daniel Boone National Forest
251274,BOOT LAKE CAMPGROUND,Chequamegon-Nicolet NF
234198,BOTTLE CREEK GROUP PICNIC SITE,Medicine Bow-Routt NFs & Thunder Basin NG
232477,METCALF BOTTOMS PICNIC PAVILION,Great Smoky Mountains National Park
232483,ROUND BOTTOM HORSE CAMP,Great Smoky Mountains National Park
232684,RAGLAND BOTTOM,Center Hill Lake
233642,SUGAR BOTTOM,Coralville Lake
233947,BRIAR BOTTOM GROUP CAMPGROUND,National Forests in North Carolina
234608,OAK BOTTOM CAMPGROUND,Six Rivers National Forest
253457,Hittle Bottom Group Site,Moab Daily River
231948,BOULDER OAKS EQST,Cleveland National Forest
231966,BOULDER GROUP CAMP,San Bernardino National Forest
232023,Boulder Creek Campground,Mt. Baker-Snoqualmie National Forest
232795,BOULDER GULCH,Sequoia National Forest
232915,BOULDER CREEK (CA),Plumas National Forest
233777,BOULDER LAKE,Chequamegon-Nicolet NF
233784,BOULDER DAY USE,Carlyle Lake
233835,BOULDER PARK CAMPGROUND,Bighorn National Forest
234410,WEST BOULDER CABIN,Custer Gallatin National Forest
251887,BOULDER FLAT CAMPGROUND,Umpqua National Forest
232215,INDIAN BOUNDARY,Cherokee National Forest
233355,BOUNDARY CREEK CAMPGROUND,Salmon-Challis National Forest
233755,BOUNTIFUL PEAK CAMPGROUND,Uinta-Wasatch-Cache National Forest
231918,BOWERY CREEK,Fishlake National Forest
233717,BOWMAN BRIDGE,Huron-Manistee National Forests
233149,LOWER BOWNS,Fishlake National Forest
232024,BOX ELDER CAMPGROUND,Uinta-Wasatch-Cache National Forest
234175,BOX CANYON GUARD STATION CABIN,Willamette National Forest
234113,BOYINGTON MILL,Tahoe National Forest
233434,BRADY MOUNTAIN,Ouachita Lake
122990,KATY BRANCH,Cherokee National Forest
232629,LONE BRANCH,Old Hickory Lake
232630,LONG BRANCH,Center Hill Lake
232705,SHUTES BRANCH,Old Hickory Lake
232725,TWILTLEY BRANCH,Okatibbee Lake
233280,ROCKY BRANCH CAMPGROUND,Beaver Lake
233410,LAUREL BRANCH,Rough River Lake
233616,SALTHOUSE BRANCH,Philpott Lake
233809,TRACE BRANCH CAMPGROUND,Buckhorn Lake
233946,BURCHFIELD BRANCH PARK,Black Warrior and Tombigbee Lakes
234099,YOUNG BRANCH HORSE CAMP,Cherokee National Forest
